Merilec;Meril;Kandidat;word;subject;gender;stressed;vowelNoIpa;vowel;f0;f1;f2;f3;f4;f1Bark;f2Bark
B;G-Polanec;Nataša Pirc Musar;državo;f1;f;TRUE;a;a;168.715683875573;806.021142843147;1355.29027347334;2565.92635400138;3552.36133584817;7.28245902459473;10.42992484355
B;G-Polanec;Nataša Pirc Musar;opozarjala;f1;f;TRUE;a;a;164.414185708048;787.653717232131;1345.25899412364;2559.53038716958;3535.25265833951;7.15546488466014;10.3818207367642
B;G-Polanec;Nataša Pirc Musar;podnebne;f1;f;TRUE;e;e;162.840437905142;483.531037601867;2081.86213576051;2677.29166799862;3803.59988267169;4.77521893056397;13.2791607246859
B;G-Polanec;Nataša Pirc Musar;spremembe;f1;f;TRUE;e;e;141.134461796891;457.703888764753;2052.86949307861;2645.99583422068;3849.6045449781;4.5454938662288;13.1852307605234
B;G-Polanec;Nataša Pirc Musar;vrednote;f1;f;TRUE;O;ɔ;191.161234994984;768.68186256655;1160.38857389195;2596.77877989232;3649.40971265761;7.02249669011445;9.43991782572795
B;G-Polanec;Nataša Pirc Musar;živim;f1;f;TRUE;i;i;185.599476829386;387.918983476473;2043.46307308483;2505.3952023032;3702.89737686059;3.89950034485653;13.1544636728946
B;G-Polanec;Nataša Pirc Musar;celo;f1;f;TRUE;e;e;180.300588887531;448.02099946909;1958.92735363671;2520.11500308473;3804.11709516772;4.45809727922411;12.8713309285418
B;G-Polanec;Nataša Pirc Musar;svoje;f1;f;TRUE;O;ɔ;138.867365709514;708.242076091642;1255.79858132495;2512.96009159686;3466.34244382272;6.58628462430587;9.93954873381724
B;G-Polanec;Nataša Pirc Musar;življenje;f1;f;TRUE;E;ɛ;128.063533312358;668.36704372154;1896.12911574601;2491.25457245958;3147.80562891797;6.2875106992678;12.6529666661242
B;G-Polanec;Nataša Pirc Musar;zavedam;f1;f;TRUE;e;e;188.450930517925;491.978986537869;1918.98503504851;2568.75013341885;3761.88788828735;4.8493106309219;12.733260446945
B;G-Polanec;Nataša Pirc Musar;odgovornosti;f1;f;TRUE;o;o;178.413067169153;542.771585186658;898.122778907595;2433.92291986084;3424.34257343303;5.28423661870807;7.89464567310007
B;G-Polanec;Nataša Pirc Musar;tudi;f1;f;TRUE;u;u;166.770115238323;415.440581443854;1279.8780933003;2469.3300129995;3592.61988978461;4.15879839618627;10.0609946896883
B;G-Polanec;Nataša Pirc Musar;predsednica;f1;f;TRUE;e;e;162.492895309157;470.843716485207;2039.09537837632;2571.03245017982;3832.34843520524;4.66297886300179;13.1401283469926
B;G-Polanec;Nataša Pirc Musar;takšna;f1;f;TRUE;a;a;139.315404078572;776.709008625034;1331.1666175429;2613.4095251614;3891.75375567324;7.07898161098218;10.3137466599516
B;G-Polanec;Nataša Pirc Musar;želite;f1;f;TRUE;i;i;195.370776187133;365.872388649043;2010.23603156057;2493.57376839518;3717.44576755316;3.68735895208693;13.044615609177
B;G-Polanec;Nataša Pirc Musar;takšno;f1;f;TRUE;a;a;173.109195791979;812.954064409456;1376.10887611684;2590.28801063225;3667.35021531364;7.32995655195217;10.5288354093634
B;G-Polanec;Nataša Pirc Musar;slovenijo;f1;f;TRUE;e;e;185.016680105566;428.936400904936;2033.50000253648;2652.52401062856;3865.37152224687;4.28376771014297;13.1217177997686
B;G-Polanec;Nataša Pirc Musar;pojdite;f1;f;TRUE;i;i;225.356601986335;336.62302302259;2008.09331065401;2632.83225860405;3609.98168465141;3.39962325848236;13.0374686666481
B;G-Polanec;Nataša Pirc Musar;nedeljo;f1;f;TRUE;e;e;158.399451874599;481.569904060711;1993.05526821347;2633.45171353447;3833.53344701817;4.75794572147815;12.9870919998171
B;G-Polanec;Nataša Pirc Musar;volitve;f1;f;TRUE;i;i;175.124398908282;375.155461454842;2190.49543970233;2565.40528901998;3651.53996762446;3.77717272902167;13.619439167347
B;G-Polanec;Nataša Pirc Musar;zaupajte;f1;f;TRUE;u;u;155.098743558524;539.474480298215;2232.36206717407;3027.53979417326;4056.64838935936;5.25654070317594;13.745872661275
B;G-Polanec;Nataša Pirc Musar;glas;f1;f;TRUE;a;a;NA;796.271673381958;1438.35056560097;2486.33548681543;3851.06310905393;7.21526102398903;10.8173221550769
B;G-Polanec;Nataša Pirc Musar;svetla;f1;f;TRUE;@;ə;173.557358841421;560.696899710267;1460.5979026066;2642.46311842916;3698.0806939251;5.4335428134815;10.9178903641503
B;G-Polanec;Nataša Pirc Musar;prihodnost;f1;f;TRUE;o;o;158.315493836497;527.010294179244;970.700505740449;2526.33348348931;3505.79217914788;5.15117712259345;8.34995225302842
B;G-Polanec;Nataša Pirc Musar;slovenija;f1;f;TRUE;e;e;165.293453179267;434.534731515561;2127.87612350997;2664.67571120511;3890.03599975831;4.33519405987429;13.4255008879082
B;G-Polanec;Nataša Pirc Musar;številko;f1;f;TRUE;i;i;138.874586640799;352.654806241052;1861.31765181705;2495.72740489291;4104.1457860621;3.55823458209488;12.528827030903
B;G-Polanec;Nataša Pirc Musar;pet;f1;f;TRUE;e;e;NA;433.305064068116;2109.17988945738;2523.75914295628;3119.97278360265;4.32391893498102;13.3664396690491
B;G-Polanec;Nataša Pirc Musar;Slovenijo *druga beseda*;f1;f;TRUE;e;e;159.684108275503;457.259058241158;1883.13402103013;2421.22921717373;3578.95611622599;4.54149422386089;12.6068884945327
B;G-Polanec;Nataša Pirc Musar;Važno;f1;f;TRUE;a;a;179.571068364117;856.696124460547;1353.78600771435;2564.57220916366;3790.80974549337;7.62424244643575;10.4227298329852
B;G-Polanec;Nataša Pirc Musar;znótraj;f1;f;TRUE;o;o;221.170750495153;599.13328286474;1011.69471652816;2735.81883339229;3615.59040717686;5.74664194794213;8.59729534405488
B;G-Polanec;Nataša Pirc Musar;evrópske ;f1;f;TRUE;o;o;200.124050159597;740.425869544308;1682.18531894467;3219.02540406231;3752.04473523883;6.82099518426428;11.8525078768848
B;G-Polanec;Nataša Pirc Musar;uníje;f1;f;TRUE;i;i;182.70222274029;405.593476501494;2080.80696164297;2752.29002184245;3647.20935709339;4.06671588251363;13.2757658213313
B;G-Polanec;Nataša Pirc Musar;Slovénija;f1;f;TRUE;e;e;158.503743879005;431.777555368275;2071.10260702364;2714.24410023472;3679.59877547342;4.30989668413835;13.244459820883
B;G-Polanec;Nataša Pirc Musar;sevéda;f1;f;TRUE;e;e;164.80619961306;494.994554369308;1838.96303961653;2491.22807133628;3657.72266086931;4.8756348023348;12.4479096500754
B;G-Polanec;Nataša Pirc Musar;lahkó;f1;f;TRUE;o;o;175.889495311881;701.928562245886;1663.35942218224;2878.6401211431;3851.45867421948;6.53957542764962;11.7775469233598
B;G-Polanec;Nataša Pirc Musar;predlága;f1;f;TRUE;a;a;159.482773813535;871.533771158759;1373.18147518863;2734.50346031062;3856.26351203294;7.72200131559944;10.515001786986
B;G-Polanec;Nataša Pirc Musar;razprávlja;f1;f;TRUE;a;a;151.018430863507;860.291877222063;1274.30840932771;2739.37089906405;3733.1915809512;7.64802774762503;10.0330645350786
B;G-Polanec;Nataša Pirc Musar;znótraj;f1;f;TRUE;o;o;167.56449299749;648.794786458146;1315.49546175087;3172.29924148008;4137.42125573008;6.13751877734249;10.2373583252924
B;G-Polanec;Nataša Pirc Musar;sedemindvajsetérice;f1;f;TRUE;e;e;176.507482919099;454.332226974256;2107.33783212354;2579.30755751261;3724.59484108621;4.51514120678624;13.3605912444787
B;G-Polanec;Nataša Pirc Musar;sáma;f1;f;TRUE;a;a;177.488805007397;917.365559341264;1398.55974938285;2796.05687157584;3492.2536091305;8.01760027487432;10.6341267921001
B;G-Polanec;Nataša Pirc Musar;nikákor;f1;f;TRUE;a;a;163.479031893479;783.957343796657;1365.79373731858;2349.91103280341;3869.72447649149;7.12970230357412;10.4799822747978
B;G-Polanec;Nataša Pirc Musar;zahtéva ;f1;f;TRUE;e;e;166.048836486615;411.339021382772;2189.89737871371;2734.8603423706;3798.99999138312;4.12053670682713;13.6176145951138
B;G-Polanec;Nataša Pirc Musar;vèndarle;f1;f;TRUE;@;ə;162.168293204887;625.736001172806;1475.64630150996;2700.77923534023;3861.29749934136;5.95789442689969;10.9851776031469
B;G-Polanec;Nataša Pirc Musar;skúpne;f1;f;TRUE;u;u;166.395855139705;652.970655607948;2027.82293758115;3156.60944048429;4635.55382506493;6.1697090990201;13.1029856684978
B;G-Polanec;Nataša Pirc Musar;družíne;f1;f;TRUE;i;i;189.088600599231;324.562551171021;2115.91912412705;2854.10845273821;3832.88034081237;3.27883508417611;13.3877912981764
B;G-Polanec;Nataša Pirc Musar;potrébno;f1;f;TRUE;e;e;221.049134633627;449.133523595554;1997.62899304644;2685.68514987564;3798.46443926;4.46817450949153;13.0024542542198
B;G-Polanec;Nataša Pirc Musar;podpírati;f1;f;TRUE;i;i;217.978453285962;418.826398039664;1930.43463471533;2408.09148679638;3663.74955991957;4.19028380914922;12.7731286774222
B;G-Polanec;Nataša Pirc Musar;Ukrajíno ( pri njej naglas na U);f1;f;TRUE;u;u;195.983034160585;357.162669206612;1294.50412126141;2777.24434081309;3963.81103673857;3.60243804100637;10.1338843270436
B;G-Polanec;Nataša Pirc Musar;Ukrajína (pri njej U);f1;f;TRUE;u;u;181.174385813693;590.202350757078;2523.46546487861;3532.44940204632;4437.8775149757;5.67473313386281;14.5596911425696
B;G-Polanec;Nataša Pirc Musar;napádena;f1;f;TRUE;a;a;141.311532313287;835.908055915531;1318.24085809701;2571.20270951587;3648.48356183819;7.48553360514815;10.2507933996944
B;G-Polanec;Nataša Pirc Musar;Ukrajíni (pri njej U);f1;f;TRUE;u;u;180.493946618164;414.115670517765;1988.48488821196;2981.77743790125;4202.32237983426;4.14645332721298;12.9717054293715
B;G-Polanec;Nataša Pirc Musar;odvzélo;f1;f;TRUE;e;e;174.715167516505;484.415731690547;2004.40465086084;2699.07601202007;3759.70292159264;4.78300203899509;13.0251472218938
B;G-Polanec;Nataša Pirc Musar;ozémlje;f1;f;TRUE;e;e;149.354685621791;448.418121129965;2107.69878718461;2646.33321981853;3798.04322540537;4.46169547098986;13.3617376730173
B;G-Polanec;Nataša Pirc Musar;zavédati;f1;f;TRUE;e;e;201.273513557785;447.934689464353;1982.04155891979;2660.04961239978;3806.07321271969;4.45731509499983;12.9499528113551
B;G-Polanec;Nataša Pirc Musar;móramo;f1;f;TRUE;o;o;193.648866628984;587.449574299026;964.298712604685;2643.50094168851;3620.78359745428;5.65246706268588;8.31070029285906
B;G-Polanec;Nataša Pirc Musar;pogájanj;f1;f;TRUE;a;a;173.140143308786;921.223463173512;1582.95093288244;2462.69720794303;3774.14081793584;8.04205328339175;11.4484087656137
B;G-Polanec;Nataša Pirc Musar;samó;f1;f;TRUE;o;o;227.943820165106;436.371874264611;823.034435679704;2653.64831475534;3466.08311484713;4.35201771798227;7.39859511103526
B;G-Polanec;Nataša Pirc Musar;pomíslite;f1;f;TRUE;i;i;259.938383189481;298.755298326385;2121.70817780037;2552.03572440763;3769.72972456222;3.0160368611266;13.4060762134353
B;G-Polanec;Nataša Pirc Musar;počútili;f1;f;TRUE;u;u;234.256423334316;396.066195027571;1001.95374820054;2530.06292920386;3599.0473667368;3.97689149188566;8.53914228676799
B;G-Polanec;Nataša Pirc Musar;Slovẹ́nci;f1;f;TRUE;e;e;179.454273371811;439.384863537325;2309.96830849078;2803.2041759025;3801.55986104379;4.37955343198631;13.9736791555315
B;G-Polanec;Nataša Pirc Musar;nekdọ̄;f1;f;TRUE;o;o;211.623397645006;502.050796468838;826.483241510373;2660.28760718507;3242.96358711035;4.93697975225951;7.42196446000611
B;G-Polanec;Nataša Pirc Musar;sílo;f1;f;TRUE;i;i;252.733076457645;331.330110653539;2036.67616325645;2488.3636509501;3770.84639394221;3.34677018921021;13.1321746937874
B;G-Polanec;Nataša Pirc Musar;želél;f1;f;TRUE;e;e;212.571028493046;431.881467250831;2110.97256306764;2656.69457926193;3885.24008284342;4.31085114397541;13.3721262214542
B;G-Polanec;Nataša Pirc Musar;skléne;f1;f;TRUE;e;e;207.728158813711;434.460596159351;2141.6385816863;2594.39469728611;3884.2640461609;4.33451462250625;13.4686323103592
B;G-Polanec;Nataša Pirc Musar;mír ;f1;f;TRUE;i;i;239.76638473068;412.088634808748;2021.35903225216;2439.63388886828;3694.85239142947;4.12753940940461;13.0815922265933
B;G-Polanec;Nataša Pirc Musar;Slovéniji;f1;f;TRUE;e;e;204.485931283859;432.019261505002;2237.66627710816;2692.11079153481;3740.85559866661;4.31211669502264;13.7617109005147
B;G-Polanec;Nataša Pirc Musar;odvzélo;f1;f;TRUE;e;e;183.516507810074;410.216505748509;2042.36020221942;2571.17597745441;3843.23968027675;4.11004216173679;13.1508468640926
B;G-Polanec;Nataša Pirc Musar;tretjíno;f1;f;TRUE;i;i;185.79963919792;319.556788686378;2023.93638341667;2425.264035846;3705.91307147369;3.22832598126183;13.0901307493935
B;G-Polanec;Nataša Pirc Musar;ozémlja;f1;f;TRUE;e;e;123.657290761698;472.959557139111;2083.57306747874;2619.60065028091;3768.85854866611;4.68177825981205;13.2846616882913
B;G-Polanec;Nataša Pirc Musar;sevéda;f1;f;TRUE;e;e;231.378426433224;460.887840372757;2054.85808678379;2520.93696391927;3921.68285710025;4.57407908798081;13.1917167122351
B;G-Polanec;Nataša Pirc Musar;mír ;f1;f;TRUE;i;i;177.817757191107;462.274825985982;1895.23831550857;2412.1498573626;3631.0976053302;4.58650781807526;12.6498179724415
B;G-Polanec;Nataša Pirc Musar;vèčkrat;f1;f;TRUE;E;ɛ;188.247633929763;585.210945370363;1888.11590196667;2576.81653991583;3845.52516869579;5.63432420814393;12.6245900958585
B;G-Polanec;Nataša Pirc Musar;rêkla;f1;f;TRUE;E;ɛ;169.20710506553;665.694413097666;1908.79760652428;2564.94948573242;3898.89672311061;6.26716082957768;12.6975887848502
B;G-Polanec;Nataša Pirc Musar;predsédnica;f1;f;TRUE;e;e;213.746252113742;425.753070379353;2143.22746654461;2661.56331535582;3851.66797129001;4.25441795112328;13.4735932315614
B;G-Polanec;Nataša Pirc Musar;skúpaj;f1;f;TRUE;u;u;238.917256369385;365.635439184808;1245.16750467839;2699.50738772723;3861.80959113298;3.68505708047723;9.88534982234175
B;G-Polanec;Nataša Pirc Musar;ostálimi;f1;f;TRUE;a;a;188.07335628651;926.850497002986;1442.75231356088;2608.03075134772;3647.90130441899;8.07760259336157;10.8373244368731
B;G-Polanec;Nataša Pirc Musar;žénskami;f1;f;TRUE;e;e;191.865583515784;429.672293083067;2213.48745852697;2520.41320085689;3954.94276967705;4.29054138172016;13.6891870354999
B;G-Polanec;Nataša Pirc Musar;vodíteljicami;f1;f;TRUE;i;i;193.866670262283;334.255286019545;2096.99480120515;2480.75900703595;3619.21601566522;3.37601005598278;13.327654094999
B;G-Polanec;Nataša Pirc Musar;obudíla;f1;f;TRUE;i;i;240.162415608561;288.864032981513;2139.34594443006;2686.37414214776;3648.36310213957;2.91371407548676;13.4614673090964
B;G-Polanec;Nataša Pirc Musar;pobúdo;f1;f;TRUE;u;u;205.464930311432;443.996743627938;857.388503749011;2594.94849953696;4103.74396501532;4.42156772912306;7.62882713900602
B;G-Polanec;Nataša Pirc Musar;próti;f1;f;TRUE;o;o;207.78800047184;439.021802553772;869.308265007429;2787.15747111921;3800.555260848;4.37623908208638;7.70740377572041
B;G-Polanec;Nataša Pirc Musar;jêdrskemu;f1;f;TRUE;E;ɛ;169.155224998701;656.078675094353;1931.47516503624;2604.47366306286;3888.144579552;6.19360103185552;12.7767402407897
B;G-Polanec;Nataša Pirc Musar;oróžju;f1;f;TRUE;o;o;138.788085101538;549.608967338299;763.203761646575;2845.90474276608;3896.75902583671;5.34143917881669;6.98375755935821
B;G-Polanec;Nataša Pirc Musar;nàmreč;f1;f;TRUE;a;a;168.827994057479;750.720616620664;1441.22938389465;2712.18791498554;3813.93847017804;6.89489639404123;10.8304098462688
B;G-Polanec;Nataša Pirc Musar;tísto;f1;f;TRUE;i;i;187.489491156017;293.008638679242;2034.07930483226;2778.34857269858;3478.99011451318;2.95669839437259;13.1236262804234
B;G-Polanec;Nataša Pirc Musar;móramo;f1;f;TRUE;o;o;157.201995193812;589.733512174216;995.179408833341;2501.56348494108;3451.89586561899;5.67094428923615;8.49847382838087
B;G-Polanec;Nataša Pirc Musar;báti;f1;f;TRUE;a;a;NA;808.353676839554;1360.57570981775;2561.8549820654;3840.6985220541;7.29846579805868;10.4551537708851
B;G-Polanec;Nataša Pirc Musar;Pútin;f1;f;TRUE;u;u;249.288059636153;516.764360891552;2484.32021077052;3412.59831856834;4904.104287423;5.06377094335909;14.4564595015781
B;G-Polanec;Nataša Pirc Musar;začnè;f1;f;TRUE;E;ɛ;188.707005465788;662.820040636292;1681.25259312647;2442.07294089569;3858.83727552799;6.24522857616566;11.8488121996279
B;G-Polanec;Nataša Pirc Musar;rožljáti;f1;f;TRUE;a;a;146.363916228548;909.00721663974;1465.87622373711;2514.29498156352;3787.60826459792;7.96439601851361;10.9415590966452
B;G-Polanec;Nataša Pirc Musar;jêdrskim;f1;f;TRUE;E;ɛ;146.956244958838;565.129772746521;1650.67283373145;2613.81409179994;3968.86233292434;5.47013883280728;11.7265905885761
B;G-Polanec;Nataša Pirc Musar;oróžjem;f1;f;TRUE;o;o;175.20440827021;593.986820475307;709.180441009026;2542.52611479534;3149.07637147296;5.70526579278875;6.59320805717596
B;G-Polanec;Nataša Pirc Musar;stráh;f1;f;TRUE;a;a;132.729414335757;854.427054983741;1470.24293140989;2338.34534575517;3804.29706137217;7.60920165511144;10.9610849695704
B;G-Polanec;Nataša Pirc Musar;upravíčeno;f1;f;TRUE;i;i;176.286433710078;328.891801498136;2073.47814048229;2811.67095863783;3658.07809417638;3.32233989321544;13.252137155622
B;G-Polanec;Nataša Pirc Musar;àmpak;f1;f;TRUE;a;a;NA;877.119769032279;1344.59267116632;2796.32200928143;3879.60861222226;7.75854011185308;10.3786151005855
B;G-Polanec;Nataša Pirc Musar;mirú;f1;f;TRUE;u;u;197.314090738373;365.579060337703;986.459744934262;2426.5176227008;3690.29632861336;3.68450931288939;8.44585171735568
B;G-Polanec;Nataša Pirc Musar;sklèpa;f1;f;TRUE;e;e;159.772145331454;466.572667782937;2037.50241889414;2531.57040890453;3814.66690228435;4.62493040424351;13.1348922568165
B;G-Polanec;Nataša Pirc Musar;bojíšču;f1;f;TRUE;i;i;177.371959594859;366.417802863519;2147.18695667538;2517.21292423098;3746.49335371745;3.69265565655459;13.4859391125123
B;G-Polanec;Nataša Pirc Musar;premírje;f1;f;TRUE;i;i;204.164700123643;346.683758149348;2099.17718706743;2788.02421551958;3711.00184468579;3.49941734997131;13.3346178256478
B;G-Polanec;Nataša Pirc Musar;absolútno;f1;f;TRUE;u;u;210.496079017339;414.175287403186;945.408292333875;2478.27310966179;3661.5381530249;4.14700911309912;8.19386727343948
B;G-Polanec;Nataša Pirc Musar;potém;f1;f;TRUE;e;e;178.406361660496;405.647014900261;2110.45088505419;2689.55217121605;3798.54781582998;4.06721860487902;13.3704719197219
B;G-Polanec;Nataša Pirc Musar;Ukrajína (pri njej U);f1;f;TRUE;u;u;201.510368680457;541.982479491711;1747.63877346324;3027.24399697773;4448.61551832009;5.27761471923845;12.1072061517697
B;G-Polanec;Nataša Pirc Musar;enakovréden;f1;f;TRUE;e;e;162.581504465257;460.860788518923;2063.40352215849;2465.74343828884;3768.46819827827;4.57383653566114;13.2195153355612
B;G-Polanec;Nataša Pirc Musar;pogajálski;f1;f;TRUE;a;a;133.169470924206;737.431844823966;1333.25126413671;2526.4747365705;3861.74620495641;6.79939658796857;10.3238533882185
B;G-Polanec;Nataša Pirc Musar;pártner;f1;f;TRUE;a;a;118.886103861834;782.272353606117;1392.77162293205;2403.56842370557;3952.90886907942;7.11793539657016;10.6071162161512
B;G-Polanec;Nataša Pirc Musar;Ukrajíne (pri njej U);f1;f;TRUE;u;u;190.192289888497;367.436462948803;1186.63842195213;2370.38470167252;3664.57942664077;3.70254156600111;9.58040095061186
B;G-Polanec;Nataša Pirc Musar;vèndarle;f1;f;TRUE;@;ə;240.419509175712;656.718811100656;1343.41502893272;2406.18194059322;3671.27968916757;6.19851482968581;10.3729463782886
B;G-Polanec;Nataša Pirc Musar;dodála;f1;f;TRUE;a;a;179.81082075651;788.435941545829;1302.72182986787;2614.69012316157;3622.74070376205;7.16090786265691;10.1745510098457
B;G-Polanec;Nataša Pirc Musar;drúgo;f1;f;TRUE;u;u;165.156644241161;656.67496440182;2145.55195506224;3323.90121981086;4146.71024450269;6.19817833132647;13.4808439851291
B;G-Polanec;Nataša Pirc Musar;obstájajo;f1;f;TRUE;a;a;222.607080721735;916.810499658453;1402.33325647794;2632.18712408038;3579.54908684661;8.01407667754318;10.6516859717101
B;G-Polanec;Nataša Pirc Musar;móžnosti;f1;f;TRUE;o;o;141.24918030096;333.976689159078;1485.41301697441;3071.59023503805;4057.49096574769;3.37322843238533;11.0285338503351
B;G-Polanec;Nataša Pirc Musar;kakó;f1;f;TRUE;o;o;164.705020597142;630.606843239164;752.02316513814;2468.50406625708;3642.79256370868;5.99610391706635;6.90420680048895
B;G-Polanec;Nataša Pirc Musar;lahkó;f1;f;TRUE;o;o;162.428743354001;499.237160188225;846.087894962067;2475.36855082852;3440.36193498235;4.9125610027875;7.55371559018455
B;G-Polanec;Nataša Pirc Musar;predsédnika;f1;f;TRUE;e;e;162.605790247621;453.414813206156;1961.5671895588;2631.08367736139;3732.36314800902;4.50686770941298;12.8803570868533
B;G-Polanec;Nataša Pirc Musar;Pútina;f1;f;TRUE;u;u;146.97128587365;382.549116624004;1123.59800413979;2291.49215118763;3535.20411098986;3.84819712889108;9.23899792078804
B;G-Polanec;Nataša Pirc Musar;ustávi;f1;f;TRUE;a;a;115.187581400641;806.426042720677;1354.27069357906;2513.44142325216;3756.28411293922;7.28523954426;10.4250488332761
B;G-Polanec;Nataša Pirc Musar;èna;f1;f;TRUE;E;ɛ;185.621236788743;709.595492842235;2054.27160634469;2645.20419824576;3819.41292956213;6.59626883515067;13.1898045291836
B;G-Polanec;Nataša Pirc Musar;móžnosti;f1;f;TRUE;o;o;213.152059737792;695.66260534294;1938.2956228284;3210.83719455176;3369.30683498978;6.49299848321122;12.8003655432693
B;G-Polanec;Nataša Pirc Musar;próti;f1;f;TRUE;o;o;197.115871652229;529.484280999024;852.336450382582;2442.04268801209;3437.06869946932;5.17217441497049;7.59532235666484
B;G-Polanec;Nataša Pirc Musar;njému ;f1;f;TRUE;E;ɛ;189.186734324916;757.062180106086;1861.49657815659;2693.70164240089;3726.96754265917;6.94014080033004;12.5294708747462
B;G-Polanec;Nataša Pirc Musar;obŕnejo;f1;f;TRUE;@;ə;175.128851741851;566.477140682578;1256.13103071098;2338.63986284726;3585.3948114383;5.4812367126333;9.94123783570365
B;G-Polanec;Nataša Pirc Musar;sicèr ;f1;f;TRUE;E;ɛ;187.066821292094;618.391960175805;1657.92911373107;2635.22300564185;3940.08415105494;5.9000109170302;11.7557795556118
B;G-Polanec;Nataša Pirc Musar;njegôvi;f1;f;TRUE;O;ɔ;172.995248543048;708.277593287783;1110.02054654997;2406.48125074101;3766.10293087817;6.58654676552892;9.16363246980481
B;G-Polanec;Nataša Pirc Musar;polítični;f1;f;TRUE;i;i;188.600510775181;360.020228731569;2066.77192297112;2391.47254322608;3722.79214648728;3.63036990227904;13.2304404507648
B;G-Polanec;Nataša Pirc Musar;somíšljeniki;f1;f;TRUE;i;i;164.981754973991;369.263630462905;2047.58113447589;2487.4134146372;3801.96439362126;3.72025222702808;13.1679510515831
B;G-Polanec;Nataša Pirc Musar;Índija;f1;f;TRUE;i;i;170.589624661624;399.371747842907;2352.0863453995;2839.86028307092;3725.44603463496;4.00813883694145;14.0938803838976
B;G-Polanec;Nataša Pirc Musar;Kitájska;f1;f;TRUE;a;a;171.391056053548;792.320918833576;1551.90990965729;2415.58959924474;3856.86344891273;7.18789499130447;11.3173154916358
B;G-Polanec;Nataša Pirc Musar;Túrčija;f1;f;TRUE;u;u;192.180839181444;388.257389532355;991.101588528809;2591.47071997164;3605.49886918918;3.90272558611447;8.47390338704125
B;G-Polanec;Nataša Pirc Musar;opozárjajo;f1;f;TRUE;a;a;186.313933094028;831.229437174087;1389.44698496316;2481.3136652902;3851.60932756496;7.45403059019019;10.5915594198372
B;G-Polanec;Nataša Pirc Musar;predáleč;f1;f;TRUE;a;a;134.212908913476;795.272865422968;1412.16688183098;2549.01290307253;3833.75888413673;7.2083499070306;10.6972599276972
B;G-Polanec;Nataša Pirc Musar;predvsèm;f1;f;TRUE;@;ə;231.027364886223;657.807896018712;1426.6083164792;2517.23319257775;3820.51890400896;6.20686931691324;10.7637090417856
B;G-Polanec;Nataša Pirc Musar;osébno;f1;f;TRUE;e;e;236.030795916332;464.168635499159;2067.05765328742;2598.54791737054;3785.99862454537;4.60345521243824;13.2313663512854
B;G-Polanec;Nataša Pirc Musar;velíko;f1;f;TRUE;i;i;251.162115610607;283.23732361917;2062.01061202437;2598.12302650079;3529.58877628227;2.85510444983979;13.214992204421
B;G-Polanec;Nataša Pirc Musar;úpanja;f1;f;TRUE;u;u;193.010043663365;460.653701606651;2109.54479738897;3133.35343800145;4235.20508653026;4.57197957348348;13.367597602141
B;G-Polanec;Nataša Pirc Musar;polágam;f1;f;TRUE;a;a;139.805987819664;832.028863119406;1304.23575350488;2584.90224593166;3803.99408475754;7.45942092429124;10.1820205744703
B;G-Polanec;Nataša Pirc Musar;Rúske;f1;f;TRUE;u;u;170.312683632737;395.523321528351;1029.58175028818;2465.56791113976;3330.92197398539;3.97175133196934;8.70309313169486
B;G-Polanec;Nataša Pirc Musar;mátere;f1;f;TRUE;a;a;144.507927879414;857.689408390941;1402.91130357324;2580.50305926213;3714.21824062645;7.63081892151923;10.6543723052803
B;G-Polanec;Nataša Pirc Musar;àmpak;f1;f;TRUE;a;a;168.25044921214;843.041989098952;1332.11612391722;2631.15617031439;3693.02078817953;7.53336680493623;10.3183516188139
B;G-Polanec;Nataša Pirc Musar;Rúski;f1;f;TRUE;u;u;211.555398158439;616.104765078606;2439.82078726075;2558.83620701475;3918.07774750147;5.88191653991347;14.336877190965
B;G-Polanec;Nataša Pirc Musar;národ ;f1;f;TRUE;a;a;149.954335385486;911.381457999336;1389.31275317199;2767.24395867104;3854.89069262148;7.97954052826786;10.5909306677215
B;G-Polanec;Nataša Pirc Musar;móral;f1;f;TRUE;o;o;244.076664334853;705.118162891686;2131.37900986105;3096.3115182205;3643.91640212382;6.56320067317945;13.4365064313647
B;G-Polanec;Nataša Pirc Musar;upréti;f1;f;TRUE;e;e;197.665342853034;413.997315968521;2209.99932214158;2745.90499530397;3832.14526969853;4.14534986937754;13.6786550259166
B;G-Polanec;Nataša Pirc Musar;predsédnik;f1;f;TRUE;e;e;201.934402785686;404.010737565155;2002.55190401953;2632.82261324794;3728.98234181137;4.05184377169026;13.018949729164
B;G-Polanec;Nataša Pirc Musar;Pútina;f1;f;TRUE;u;u;211.212208296451;648.302776798022;2385.13553426886;3530.90106846395;4595.51059019486;6.13371925857935;14.1865682564855
B;G-Polanec;Nataša Pirc Musar;njíhovem;f1;f;TRUE;i;i;182.851794915947;358.517264165904;2123.6923519394;2714.12583597103;3524.35499683421;3.61568741878478;13.4123313630508
B;G-Polanec;Nataša Pirc Musar;iménu;f1;f;TRUE;e;e;159.7952481361;378.555120180508;2109.96354866037;2677.89607090703;3663.84974225901;3.80988606232041;13.3689261361331
B;G-Polanec;Nataša Pirc Musar;počnè;f1;f;TRUE;E;ɛ;NA;745.031575601484;1968.99511297914;2593.03698446334;3888.10805810117;6.85412694403922;12.9056896511749
